biosample_class	sample	experiment	doc_count
in vitro differentiated cells	neural progenitor cell	Repli-chip	3
in vitro differentiated cells	neural progenitor cell	TF ChIP-seq	3
in vitro differentiated cells	neural progenitor cell	ChIA-PET	1
in vitro differentiated cells	neural progenitor cell	DNAme array	1
in vitro differentiated cells	neural progenitor cell	DNase-seq	1
in vitro differentiated cells	neural progenitor cell	RAMPAGE	1
in vitro differentiated cells	neural progenitor cell	microRNA counts	1
in vitro differentiated cells	neural progenitor cell	microRNA-seq	1
in vitro differentiated cells	neural progenitor cell	small RNA-seq	1
in vitro differentiated cells	neural progenitor cell	total RNA-seq	1
in vitro differentiated cells	myocyte	TF ChIP-seq	16
in vitro differentiated cells	myocyte	Histone ChIP-seq	6
in vitro differentiated cells	myocyte	microRNA-seq	2
in vitro differentiated cells	myocyte	polyA plus RNA-seq	2
in vitro differentiated cells	myocyte	DNase-seq	1
in vitro differentiated cells	myocyte	microRNA counts	1
in vitro differentiated cells	myocyte	total RNA-seq	1
in vitro differentiated cells	hepatocyte	Histone ChIP-seq	12
in vitro differentiated cells	hepatocyte	Repli-chip	3
in vitro differentiated cells	hepatocyte	TF ChIP-seq	3
in vitro differentiated cells	hepatocyte	ChIA-PET	1
in vitro differentiated cells	hepatocyte	DNAme array	1
in vitro differentiated cells	hepatocyte	DNase-seq	1
in vitro differentiated cells	hepatocyte	RAMPAGE	1
in vitro differentiated cells	hepatocyte	WGBS	1
in vitro differentiated cells	hepatocyte	microRNA counts	1
in vitro differentiated cells	hepatocyte	microRNA-seq	1
in vitro differentiated cells	hepatocyte	polyA plus RNA-seq	1
in vitro differentiated cells	hepatocyte	small RNA-seq	1
in vitro differentiated cells	hepatocyte	total RNA-seq	1
in vitro differentiated cells	neural cell	Histone ChIP-seq	12
in vitro differentiated cells	neural cell	TF ChIP-seq	9
in vitro differentiated cells	neural cell	small RNA-seq	3
in vitro differentiated cells	neural cell	MS-MS	1
in vitro differentiated cells	neural cell	RAMPAGE	1
in vitro differentiated cells	neural cell	polyA minus RNA-seq	1
in vitro differentiated cells	neural cell	polyA plus RNA-seq	1
in vitro differentiated cells	trophoblast cell	Histone ChIP-seq	24
in vitro differentiated cells	trophoblast cell	DNase-seq	1
in vitro differentiated cells	trophoblast cell	WGBS	1
in vitro differentiated cells	trophoblast cell	polyA plus RNA-seq	1
in vitro differentiated cells	trophoblast cell	small RNA-seq	1
in vitro differentiated cells	myotube	Histone ChIP-seq	11
in vitro differentiated cells	myotube	genotyping array	3
in vitro differentiated cells	myotube	DNAme array	2
in vitro differentiated cells	myotube	RNA microarray	2
in vitro differentiated cells	myotube	RRBS	2
in vitro differentiated cells	myotube	TF ChIP-seq	2
in vitro differentiated cells	myotube	DNase-seq	1
in vitro differentiated cells	myotube	RAMPAGE	1
in vitro differentiated cells	myotube	long read RNA-seq	1
in vitro differentiated cells	myotube	total RNA-seq	1
in vitro differentiated cells	mesendoderm	Histone ChIP-seq	19
in vitro differentiated cells	mesendoderm	polyA plus RNA-seq	2
in vitro differentiated cells	mesendoderm	DNase-seq	1
in vitro differentiated cells	mesendoderm	Repli-chip	1
in vitro differentiated cells	mesendoderm	WGBS	1
in vitro differentiated cells	mesendoderm	small RNA-seq	1
in vitro differentiated cells	smooth muscle cell	Histone ChIP-seq	12
in vitro differentiated cells	smooth muscle cell	Repli-chip	2
in vitro differentiated cells	smooth muscle cell	WGBS	2
in vitro differentiated cells	smooth muscle cell	DNAme array	1
in vitro differentiated cells	smooth muscle cell	RAMPAGE	1
in vitro differentiated cells	smooth muscle cell	TF ChIP-seq	1
in vitro differentiated cells	smooth muscle cell	genotyping array	1
in vitro differentiated cells	smooth muscle cell	microRNA counts	1
in vitro differentiated cells	smooth muscle cell	microRNA-seq	1
in vitro differentiated cells	smooth muscle cell	polyA plus RNA-seq	1
in vitro differentiated cells	smooth muscle cell	small RNA-seq	1
in vitro differentiated cells	smooth muscle cell	total RNA-seq	1
in vitro differentiated cells	ectodermal cell	Histone ChIP-seq	6
in vitro differentiated cells	ectodermal cell	polyA plus RNA-seq	4
in vitro differentiated cells	ectodermal cell	WGBS	2
in vitro differentiated cells	neural crest cell	Mint-ChIP-seq	5
in vitro differentiated cells	neural crest cell	Repli-chip	2
in vitro differentiated cells	neural crest cell	DNase-seq	1
in vitro differentiated cells	neural crest cell	TF ChIP-seq	1
in vitro differentiated cells	neural crest cell	long read RNA-seq	1
in vitro differentiated cells	neural crest cell	microRNA-seq	1
in vitro differentiated cells	neural crest cell	total RNA-seq	1
in vitro differentiated cells	cardiac muscle cell	Histone ChIP-seq	6
in vitro differentiated cells	cardiac muscle cell	DNase-seq	1
in vitro differentiated cells	cardiac muscle cell	RAMPAGE	1
in vitro differentiated cells	cardiac muscle cell	TF ChIP-seq	1
in vitro differentiated cells	cardiac muscle cell	polyA plus RNA-seq	1
in vitro differentiated cells	cardiac muscle cell	total RNA-seq	1
in vitro differentiated cells	astrocyte	Mint-ChIP-seq	6
in vitro differentiated cells	astrocyte	DNase-seq	1
in vitro differentiated cells	astrocyte	TF ChIP-seq	1
in vitro differentiated cells	astrocyte	microRNA-seq	1
in vitro differentiated cells	astrocyte	total RNA-seq	1
in vitro differentiated cells	endothelial cell	Mint-ChIP-seq	6
in vitro differentiated cells	endothelial cell	TF ChIP-seq	1
in vitro differentiated cells	endothelial cell	long read RNA-seq	1
in vitro differentiated cells	endothelial cell	microRNA-seq	1
in vitro differentiated cells	endothelial cell	total RNA-seq	1
in vitro differentiated cells	excitatory neuron	Mint-ChIP-seq	6
in vitro differentiated cells	excitatory neuron	TF ChIP-seq	1
in vitro differentiated cells	excitatory neuron	long read RNA-seq	1
in vitro differentiated cells	excitatory neuron	microRNA-seq	1
in vitro differentiated cells	excitatory neuron	total RNA-seq	1
in vitro differentiated cells	mesodermal cell	Histone ChIP-seq	5
in vitro differentiated cells	mesodermal cell	WGBS	2
in vitro differentiated cells	mesodermal cell	polyA plus RNA-seq	2
in vitro differentiated cells	mesodermal cell	Repli-chip	1
in vitro differentiated cells	osteocyte	Mint-ChIP-seq	6
in vitro differentiated cells	osteocyte	TF ChIP-seq	1
in vitro differentiated cells	osteocyte	long read RNA-seq	1
in vitro differentiated cells	osteocyte	microRNA-seq	1
in vitro differentiated cells	osteocyte	total RNA-seq	1
in vitro differentiated cells	progenitor cell of endocrine pancreas	Mint-ChIP-seq	5
in vitro differentiated cells	progenitor cell of endocrine pancreas	DNase-seq	1
in vitro differentiated cells	progenitor cell of endocrine pancreas	TF ChIP-seq	1
in vitro differentiated cells	progenitor cell of endocrine pancreas	long read RNA-seq	1
in vitro differentiated cells	progenitor cell of endocrine pancreas	microRNA-seq	1
in vitro differentiated cells	progenitor cell of endocrine pancreas	total RNA-seq	1
in vitro differentiated cells	type B pancreatic cell	Mint-ChIP-seq	6
in vitro differentiated cells	type B pancreatic cell	TF ChIP-seq	1
in vitro differentiated cells	type B pancreatic cell	long read RNA-seq	1
in vitro differentiated cells	type B pancreatic cell	microRNA-seq	1
in vitro differentiated cells	type B pancreatic cell	total RNA-seq	1
in vitro differentiated cells	mesothelial cell of epicardium	Mint-ChIP-seq	6
in vitro differentiated cells	mesothelial cell of epicardium	DNase-seq	1
in vitro differentiated cells	mesothelial cell of epicardium	TF ChIP-seq	1
in vitro differentiated cells	mesothelial cell of epicardium	total RNA-seq	1
in vitro differentiated cells	adipocyte	Histone ChIP-seq	6
in vitro differentiated cells	adipocyte	DNase-seq	2
in vitro differentiated cells	hematopoietic multipotent progenitor cell	DNase-seq	3
in vitro differentiated cells	hematopoietic multipotent progenitor cell	CAGE	1
in vitro differentiated cells	hematopoietic multipotent progenitor cell	Repli-chip	1
in vitro differentiated cells	hematopoietic multipotent progenitor cell	polyA plus RNA-seq	1
in vitro differentiated cells	hematopoietic multipotent progenitor cell	small RNA-seq	1
in vitro differentiated cells	hematopoietic multipotent progenitor cell	total RNA-seq	1
in vitro differentiated cells	chondrocyte	Mint-ChIP-seq	4
in vitro differentiated cells	chondrocyte	TF ChIP-seq	1
in vitro differentiated cells	chondrocyte	microRNA-seq	1
in vitro differentiated cells	chondrocyte	total RNA-seq	1
in vitro differentiated cells	nephron progenitor cell	Mint-ChIP-seq	5
in vitro differentiated cells	nephron progenitor cell	DNase-seq	1
in vitro differentiated cells	nephron progenitor cell	TF ChIP-seq	1
in vitro differentiated cells	neuron	Histone ChIP-seq	6
in vitro differentiated cells	mid-neurogenesis radial glial cells	Histone ChIP-seq	4
in vitro differentiated cells	neuroepithelial stem cell	Histone ChIP-seq	4
in vitro differentiated cells	radial glial cell	Histone ChIP-seq	4
in vitro differentiated cells	splanchnic mesodermal cell	Repli-chip	3
in vitro differentiated cells	dendritic cell	SPRITE	1
in vitro differentiated cells	dendritic cell	scRNA-seq	1
in vitro differentiated cells	erythroid progenitor cell	Repli-chip	2
in vitro differentiated cells	mesothelial cell	Repli-chip	2
in vitro differentiated cells	myeloid cell	Repli-chip	2
in vitro differentiated cells	definitive endodermal cell	Repli-chip	1
in vitro differentiated cells	ecto neural progenitor cell	DNase-seq	1
in vitro differentiated cells	endocrine cell	Repli-chip	1
in vitro differentiated cells	islet precursor cell	DNase-seq	1
in vitro differentiated cells	lateral mesodermal cell	Repli-chip	1
in vitro differentiated cells	primitive gut cell	Repli-chip	1
cell-free sample	cell-free sample	RNA Bind-n-Seq	102
organoid	brain	Mint-ChIP-seq	26
organoid	brain	TF ChIP-seq	3
organoid	nephron	Mint-ChIP-seq	15
organoid	nephron	TF ChIP-seq	3
technical sample	technical sample	long read RNA-seq	7
technical sample	technical sample	total RNA-seq	1
